0.027097 0.031026 0.038536 0.050429 0.067903 0.092657 0.127009 0.174062 0.237916 0.324290 0.439792 0.593372 0.796436 1.063418 1.412460 1.866198 2.452680 3.206409 4.169495 5.392960 6.938141 8.878181 11.299589 14.303814 18.008787 22.550348 28.083491 34.783311 42.845547 52.486605 63.942913 77.469500 93.337641 111.831497 133.243582 157.869033 185.998832 217.911453 253.863751 294.080706 338.742539 387.980674 441.855207 500.350188 563.363360 630.693976 702.037132 776.978078 854.877844 935.316298 1017.441167 1100.406820 1183.279902 1265.054344 1344.670352 1421.036114 1491.626376 1558.145955 1618.202609 1670.834337 1715.174895 1750.479247 1776.144466 1791.726930 1796.843621 1791.726930 1776.144466 1750.479247 1715.174895 1670.834337 1618.202609 1558.145955 1491.626376 1421.036114 1344.670352 1265.054344 1183.279902 1100.406820 1017.441167 935.316298 854.877844 776.978078 702.037132 630.693976 563.363360 500.350188 441.855207 387.980674 338.742539 294.080706 253.863751 217.911453 185.998832 157.869033 133.243582 111.831497 93.337641 77.469500 63.942913 52.486605 42.845547 34.783311 28.083491 22.550348 18.008787 14.303814 11.299589 8.878181 6.938141 5.392960 4.169495 3.206409 2.452680 1.866198 1.412460 1.063418 0.796436 0.593372 0.439792 0.324290 0.237916 0.174062 0.127009 0.092657 0.067903 0.050429 0.038536 0.031026 
0.031026 0.035524 0.044123 0.057739 0.077747 0.106090 0.145422 0.199297 0.272407 0.371304 0.503550 0.679395 0.911899 1.217587 1.617231 2.136749 2.808256 3.671257 4.773965 6.174801 7.943993 10.165289 12.937739 16.377500 20.619599 25.819570 32.154877 39.825999 49.057053 60.095815 73.212994 88.700588 106.869206 128.044197 152.560485 180.756017 212.963900 249.502023 290.666415 336.713719 387.852472 444.228952 505.913940 572.889506 645.037802 722.070007 803.751120 889.552770 978.870536 1070.973035 1165.006323 1260.002905 1354.892218 1447.760771 1538.817275 1626.205729 1708.616331 1784.811631 1853.605620 1913.945930 1964.736979 2005.116253 2033.840793 2051.678003 2057.658607 2051.678003 2033.840793 2005.116253 1964.736979 1913.945930 1853.605620 1784.811631 1708.616331 1626.205729 1538.817275 1447.760771 1354.892218 1260.002905 1165.006323 1070.973035 978.870536 889.552770 803.751120 722.070007 645.037802 572.889506 505.913940 444.228952 387.852472 336.713719 290.666415 249.502023 212.963900 180.756017 152.560485 128.044197 106.869206 88.700588 73.212994 60.095815 49.057053 39.825999 32.154877 25.819570 20.619599 16.377500 12.937739 10.165289 7.943993 6.174801 4.773965 3.671257 2.808256 2.136749 1.617231 1.217587 0.911899 0.679395 0.503550 0.371304 0.272407 0.199297 0.145422 0.106090 0.077747 0.057739 0.044123 0.035524 
0.038536 0.044123 0.054805 0.071717 0.096569 0.131772 0.180626 0.247543 0.338352 0.461190 0.625451 0.843865 1.132653 1.512343 2.008734 2.654018 3.488085 4.560003 5.929657 7.669611 9.867094 12.626127 16.069738 20.342205 25.611241 32.070034 39.939007 49.467171 60.932901 74.643955 90.936573 110.173441 132.740362 159.041446 189.492671 224.512769 264.517550 309.902063 361.031617 418.226180 481.744724 551.768958 628.386488 711.510818 801.120057 896.869036 998.324919 1104.896720 1215.836684 1330.235709 1447.032638 1564.192071 1681.986378 1798.218473 1911.331600 2019.874291 2122.234072 2216.873932 2302.320761 2377.138295 2440.219230 2489.847041 2526.346556 2548.503209 2555.932075 2548.503209 2526.346556 2489.847041 2440.219230 2377.138295 2302.320761 2216.873932 2122.234072 2019.874291 1911.331600 1798.218473 1681.986378 1564.192071 1447.032638 1330.235709 1215.836684 1104.896720 998.324919 896.869036 801.120057 711.510818 628.386488 551.768958 481.744724 418.226180 361.031617 309.902063 264.517550 224.512769 189.492671 159.041446 132.740362 110.173441 90.936573 74.643955 60.932901 49.467171 39.939007 32.070034 25.611241 20.342205 16.069738 12.626127 9.867094 7.669611 5.929657 4.560003 3.488085 2.654018 2.008734 1.512343 1.132653 0.843865 0.625451 0.461190 0.338352 0.247543 0.180626 0.131772 0.096569 0.071717 0.054805 0.044123 
0.050429 0.057739 0.071717 0.093849 0.126369 0.172437 0.236366 0.323934 0.442767 0.603512 0.818463 1.104279 1.482187 1.979048 2.628623 3.473040 4.564498 5.967206 7.759532 10.036430 12.912049 16.522511 21.028810 26.619747 33.514792 41.966746 52.264061 64.732590 79.736609 97.678853 118.999322 144.172630 173.703634 208.119957 247.968259 293.796784 346.146924 405.536970 472.444959 547.289595 630.409776 721.973870 822.228338 931.083363 1048.345826 1173.643391 1306.408331 1445.869270 1591.045229 1739.808779 1892.565317 2046.885304 2201.032489 2353.135514 2501.223404 2643.265323 2776.530967 2900.278044 3012.060594 3110.022830 3192.550732 3258.258564 3306.024056 3334.970678 3344.693379 3334.970678 3306.024056 3258.258564 3192.550732 3110.022754 3012.060594 2900.278044 2776.530967 2643.265323 2501.223398 2353.135514 2201.032489 2046.885304 1892.565317 1739.808779 1591.045229 1445.869270 1306.408331 1173.643391 1048.345826 931.083363 822.228338 721.973870 630.409776 547.289595 472.444959 405.536970 346.146924 293.796784 247.968259 208.119957 173.703634 144.172630 118.999322 97.678853 79.736609 64.732590 52.264061 41.966746 33.514792 26.619747 21.028810 16.522511 12.912049 10.036430 7.759532 5.967206 4.564498 3.473040 2.628623 1.979048 1.482187 1.104279 0.818463 0.603512 0.442767 0.323934 0.236366 0.172437 0.126369 0.093849 0.071717 0.057739 
0.067903 0.077747 0.096569 0.126369 0.170159 0.232190 0.318272 0.436185 0.596195 0.812641 1.102078 1.486935 1.995795 2.664829 3.539496 4.676522 6.146192 8.034969 10.448372 13.514264 17.386345 22.247908 28.315735 35.844049 45.128368 56.509104 70.374655 87.163791 107.367018 131.526626 160.235086 194.131473 233.894260 280.238007 333.894593 395.603678 466.094234 546.064209 636.157252 736.936064 848.780557 972.158757 1107.155411 1253.731453 1411.628698 1580.345146 1759.056810 1946.840946 2141.316980 2342.792278 2548.490786 2756.294566 2963.865563 3167.964636 3367.328596 3558.552946 3738.805706 3905.528501 4056.055246 4187.970442 4299.050402 4387.528909 4451.847002 4490.891366 4503.981244 4490.891366 4451.847002 4387.528909 4299.050402 4187.970442 4056.055246 3905.528501 3738.805706 3558.552946 3367.328596 3167.964636 2963.865563 2756.294566 2548.490786 2342.792278 2141.316980 1946.840946 1759.056810 1580.345146 1411.628698 1253.731453 1107.155411 972.158757 848.780557 736.936064 636.157252 546.064209 466.094234 395.603678 333.894593 280.238007 233.894260 194.131473 160.235086 131.526626 107.367018 87.163791 70.374655 56.509104 45.128368 35.844049 28.315735 22.247908 17.386345 13.514264 10.448372 8.034969 6.146192 4.676522 3.539496 2.664829 1.995795 1.486935 1.102078 0.812641 0.596195 0.436185 0.318272 0.232190 0.170159 0.126369 0.096569 0.077747 
0.092657 0.106090 0.131772 0.172437 0.232190 0.316833 0.434297 0.595194 0.813535 1.108886 1.503836 2.028991 2.723354 3.636282 4.829804 6.381328 8.386761 10.964083 14.257283 18.440832 23.724464 30.358289 38.638115 48.910844 61.579726 77.109262 96.029441 118.938986 146.507215 179.474106 218.646772 264.899793 319.159595 382.397782 455.614669 539.819560 636.007173 745.128703 867.985487 1005.495270 1158.210034 1326.566278 1510.776420 1710.787202 1926.181075 2156.398674 2399.324509 2655.451801 2922.073921 3197.009497 3477.708172 3760.507893 4043.700410 4323.137262 4595.071606 4856.014389 5102.092005 5329.609936 5534.969904 5714.982816 5866.064378 5986.794929 6074.556405 6127.874605 6145.738324 6127.874605 6074.556405 5986.794929 5866.064378 5714.982816 5534.969904 5329.609936 5102.092005 4856.014389 4595.071606 4323.137262 4043.700410 3760.507893 3477.708172 3197.009497 2922.073921 2655.451801 2399.324509 2156.398674 1926.181075 1710.787202 1510.776420 1326.566278 1158.210034 1005.495270 867.985487 745.128703 636.007173 539.819560 455.614669 382.397782 319.159595 264.899793 218.646772 179.474106 146.507215 118.938986 96.029441 77.109262 61.579726 48.910844 38.638115 30.358289 23.724464 18.440832 14.257283 10.964083 8.386761 6.381328 4.829804 3.636282 2.723354 2.028991 1.503836 1.108886 0.813535 0.595194 0.434297 0.316833 0.232190 0.172437 0.131772 0.106090 
0.127009 0.145422 0.180626 0.236366 0.318272 0.434297 0.595309 0.815857 1.115146 1.519997 2.061371 2.781223 3.733015 4.984403 6.620414 8.747153 11.496083 15.028926 19.543052 25.277618 32.520113 41.613371 52.962876 67.044134 84.409899 105.696882 131.631562 163.034631 200.823550 246.011165 299.708436 363.109404 437.485561 524.168850 624.530316 739.952215 871.800540 1021.292153 1189.795281 1378.286916 1587.620247 1818.395124 2070.832158 2344.991072 2640.325294 2954.778684 3289.023909 3640.125754 4005.614969 4381.696471 4766.406323 5154.999296 5543.208648 5926.182498 6299.120752 6656.831671 6994.107557 7305.354876 7586.915037 7833.661686 8041.534236 8207.036977 8327.346802 8400.336763 8424.824003 8400.336763 8327.346802 8207.036977 8041.534236 7833.661686 7586.915037 7305.354876 6994.107557 6656.831671 6299.120752 5926.182498 5543.208648 5154.999296 4766.406323 4381.696471 4005.614969 3640.125754 3289.023909 2954.778684 2640.325294 2344.991072 2070.832158 1818.395124 1587.620247 1378.286916 1189.795281 1021.292153 871.800540 739.952215 624.530316 524.168850 437.485561 363.109404 299.708436 246.011165 200.823550 163.034631 131.631562 105.696882 84.409899 67.044134 52.962876 41.613371 32.520113 25.277618 19.543052 15.028926 11.496083 8.747153 6.620414 4.984403 3.733015 2.781223 2.061371 1.519997 1.115146 0.815857 0.595309 0.434297 0.318272 0.236366 0.180626 0.145422 
0.174062 0.199297 0.247543 0.323934 0.436185 0.595194 0.815857 1.118113 1.528283 2.083121 2.825061 3.811603 5.116012 6.831011 9.073126 11.987773 15.755119 20.596800 26.783307 34.642399 44.568071 57.030177 72.584414 91.882458 115.681843 144.855168 180.398054 223.435241 275.222486 337.152905 410.743816 497.633423 599.564286 718.361788 855.903472 1014.088215 1194.688223 1399.670824 1630.601367 1888.926493 2175.814844 2492.009950 2838.058169 3213.790058 3617.325362 4049.657021 4507.358928 4988.499650 5488.517408 6004.962583 6532.235025 7065.295026 7597.267304 8121.639365 8609.373482 9099.323423 9561.545610 9989.042486 10375.159642 10736.667369 11021.568468 11248.402497 11114.747367 11212.100229 11244.741851 11212.100229 11114.747367 11248.402497 11021.568468 10736.667369 10375.159642 9989.042486 9561.545610 9099.323423 8609.373482 8121.639365 7597.267304 7065.295026 6532.235025 6004.962583 5488.517408 4988.499650 4507.358928 4049.657021 3617.325362 3213.790058 2838.058169 2492.009950 2175.814844 1888.926493 1630.601367 1399.670824 1194.688223 1014.088215 855.903472 718.361788 599.564286 497.633423 410.743816 337.152905 275.222486 223.435241 180.398054 144.855168 115.681843 91.882458 72.584414 57.030177 44.568071 34.642399 26.783307 20.596800 15.755119 11.987773 9.073126 6.831011 5.116012 3.811603 2.825061 2.083121 1.528283 1.118113 0.815857 0.595194 0.436185 0.323934 0.247543 0.199297 
0.237916 0.272407 0.338352 0.442767 0.596195 0.813535 1.115146 1.528283 2.088919 2.847294 3.861408 5.209853 6.992773 9.336903 12.401517 16.385375 21.534736 28.152542 36.608512 47.350634 60.917449 77.951162 99.211325 125.588674 158.118640 197.993923 246.575383 305.398629 376.185509 460.834550 561.421611 680.185886 819.507006 981.884114 1169.883492 1385.994463 1632.962345 1913.142692 2228.789734 2581.803665 2973.506835 3405.775928 3878.754172 4390.997985 4943.988726 5534.928654 6160.202328 6817.845856 7477.531776 8182.307850 8901.385299 9628.424653 10354.883802 11071.796283 11769.989799 12439.797590 12753.308936 13323.173620 13837.465127 14288.358659 14667.966333 14970.849959 15191.377623 15325.742895 15346.698614 15325.742895 15191.377623 14970.849959 14667.966333 14287.895515 13837.465127 13323.173620 12753.308936 12439.797590 11769.951119 11071.796283 10354.883802 9628.424653 8901.385299 8182.307190 7477.531776 6817.845856 6160.202328 5534.928654 4943.988725 4390.997985 3878.754172 3405.775928 2973.506835 2581.803665 2228.789734 1913.142692 1632.962345 1385.994463 1169.883492 981.884114 819.507006 680.185886 561.421611 460.834550 376.185509 305.398629 246.575383 197.993923 158.118640 125.588674 99.211325 77.951162 60.917449 47.350634 36.608512 28.152542 21.534736 16.385375 12.401517 9.336903 6.992773 5.209853 3.861408 2.847294 2.088919 1.528283 1.115146 0.813535 0.596195 0.442767 0.338352 0.272407 
0.324290 0.371304 0.461190 0.603512 0.812641 1.108886 1.519997 2.083121 2.847294 3.880995 5.263280 7.101273 9.531476 12.726634 16.903846 22.334031 29.352851 38.373230 49.899111 64.541125 83.033328 106.251073 135.229669 171.183227 215.523088 269.874963 336.093762 416.272843 512.758698 628.138551 765.243419 927.123075 1117.027074 1338.354727 1594.606734 1889.191619 2225.822510 2607.271718 3037.403143 3518.647400 4053.107865 4642.316735 5287.013961 5985.366912 6739.221979 7517.134576 8368.779684 9263.140562 10194.725233 11154.853567 12135.911607 13127.068565 14117.298522 14754.279541 15660.809084 16552.003383 17392.761234 18169.908500 18872.374577 19488.395229 20008.265954 20126.936377 20421.724077 20600.695615 20660.702432 20600.695615 20421.724077 20126.936377 20008.265954 19488.395229 18872.374577 18169.908500 17392.761234 16552.003383 15660.809084 14754.279541 14117.298522 13127.068565 12135.911607 11154.853567 10194.725233 9263.140562 8368.779684 7517.134576 6739.221979 5985.366912 5287.013961 4642.316735 4053.107865 3518.647400 3037.403143 2607.271718 2225.822510 1889.191619 1594.606734 1338.354727 1117.027074 927.123075 765.243419 628.138551 512.758698 416.272843 336.093762 269.874963 215.523088 171.183227 135.229669 106.251073 83.033328 64.541125 49.899111 38.373230 29.352851 22.334031 16.903846 12.726634 9.531476 7.101273 5.263280 3.880995 2.847294 2.083121 1.519997 1.108886 0.812641 0.603512 0.461190 0.371304 
